Producent,Typer,Koder,KodeBeskrivelser,Fejl,Prioritering,Løsningsforslag,Varenumer prioritet 1,Varenummer prioritet 2,Varenummer prioritet 3,KodeBeskrivelser (service),Fejl (service),Spørgsmål 1,Spørgsmål 2,Spørgsmål 3,Kunden kan prøve,Send tekniker ja / nej,URL-links,URL-links_Kundeserviceinformationer,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ved vandtilslutningen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det fra vandtilslutningen på maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ved afløbsslangen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det fra afløbsslangen? (Ikke alle har),,"Kunden skal kontrollere, om afløbsslangen er korrekt tilsluttet maskinen. Nogle gange kan den falde af, især hvis maskinen er blevet rykket eller flyttet.",,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ved bagsiden af maskinen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det ved bagsiden af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ved fronten af maskinen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det ved fronten af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ved venstre side af maskinen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det fra venstre side af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ved højre side af maskinen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det fra højre side af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Inde i maskinen. Ingen yderligere information.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden inde i maskinen?,Ingen yderligere information.,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Inde i maskinen. Til venstre.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden inde i maskinen?,Er det til venstre i maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Inde i maskinen. Til højre.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden inde i maskinen?,Er det til højre i maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Inde i maskinen. Foran.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden inde i maskinen?,Er det foran i maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Inde i maskinen. Bagved.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden inde i maskinen?,Er det bagved i maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Fra skabet under maskinen. Ingen yderligere information.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden fra underskabet ved maskinen?,Ingen yderligere information.,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Fra skabet under maskinen. Waterblock.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden fra underskabet ved maskinen?,Er det fra vandtilslutningen efter Waterblock'en? (hvis den er der),,"Til information, så starter Bentax's ansvar fra den grå Waterblock og tilslutningerne hen mod maskinen. Er der utætheder før Waterblocken (på husets vandrør) er det ikke Bentax's ansvar.",,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Fra skabet under maskinen. Husets vandinstallation,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden fra underskabet ved maskinen?,Er det fra husets vandinstallation? ,,"Til information, så starter Bentax's ansvar fra den grå Waterblock og tilslutningerne hen mod maskinen. Er der utætheder før Waterblocken (på husets vandrør) er det ikke Bentax's ansvar.",,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Fra skabet under maskinen. Afløbsslangen.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden fra underskabet ved maskinen?,Er det fra afløbsslangen? (Ikke alle har),,"Kunden skal kontrollere at der ikke er blokeringer af husets afløb (deres installation. Eksempel en blokering af en vandlås), da dette i så fald vil være deres ansvar.",,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Fejl i kogerens kontrolenhed (2),Under udvikling,1.0,Under udvikling,,,,Fejl i kogerens kontrolenhed (2),Under udvikling,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Boiler ready (3),Meddelelse om at kedlerne er varme og klar til brug.,1.0,Generel meddelelse om at kedlerne er varme.,,,,Boiler ready (3),Meddelelse om at kedlerne er varme og klar til brug.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,The boiler is heating up (4),kedlerne er ved at varme op - både steamkedel og kaffekedel bliver indikeret af denne meddelelse ,1.0,"Efterse om maskinens thermosikringer er aktiveret. Hvis dette er tilfældet, undersøg årsag herfor.",,,,The boiler is heating up (4),kedlerne er ved at varme op - både steamkedel og kaffekedel bliver indikeret af denne meddelelse ,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cold start rinse (5),Generel meddelelse om at maskinen ønsker koldstartskyl for at kunne starte op.,1.0,Generel meddelelse om at koldstartskyl maskinen ønsker koldstartskyl for at kunne starte op.,,,,Cold start rinse (5),Generel meddelelse om at maskinen ønsker koldstartskyl for at kunne starte op.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cold start rinse in progress (6),Generel meddelelse om at koldstartskyl er i gang.,1.0,Generel meddelelse om at koldstartskyl er i gang.,,,,Cold start rinse in progress (6),Generel meddelelse om at koldstartskyl er i gang.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cold start rinse completed (7),Generel meddelelse om at koldstartskyl er færdigt.,1.0,Generel meddelelse om at koldstartskyl er færdigt.,,,,Cold start rinse completed (7),Generel meddelelse om at koldstartskyl er færdigt.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Status manager ok (8),"Generel meddelelse om at systemet er startet op, og ikke har registreret fejl på systemet.",1.0,"Generel meddelelse om at systemet er startet op, og ikke har registreret fejl på systemet.",,,,Status manager ok (8),"Generel meddelelse om at systemet er startet op, og ikke har registreret fejl på systemet.",,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Status manager error (9),"NTC-føleren 1 har registreret en for høj modstand (Ohms), hvilket betyder at temperaturen har været for lav.",1.0,Efterse om ledningsnettet (under maskinen / i køleskabet) til mælkesugets NTC-føler er intakt.,,,,Status manager error (9),"NTC-føleren 1 har registreret en for høj modstand (Ohms), hvilket betyder at temperaturen har været for lav.",,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,"Beanhopper 1 (2, 3) present (10)",Generel meddelelse om at maskinen registrere at bønnebeholdern er tilstede.,1.0,Generel meddelelse om at maskinen registrere at bønnebeholdern er tilstede.,,,,"Beanhopper 1 (2, 3) present (10)",Generel meddelelse om at maskinen registrere at bønnebeholdern er tilstede.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,"Beanhopper 1 (2, 3) is missing (11)",Bønnebeholder mangler,1.0,Efterse at bønnebeholderne er monteret korrekt og har kontakt til 'reed'-kontakterne.,,,,"Beanhopper 1 (2, 3) is missing (11)",Bønnebeholder mangler,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,"Beanhopper 1 (2, 3) is missing (11)",Bønnebeholder mangler,2.0,Test 'reed'-kontakterne på toppen af maskinchassiset - dette kan gøres ved at påsætte en magnet på 'reed'-kontakten og udføre en kontinuitetstest med et multimeter.,,,,"Beanhopper 1 (2, 3) is missing (11)",Bønnebeholder mangler,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,"Beanhopper 1 (2, 3) ok (12)",Generel meddelelse om at bønnebeholderen er tilstede.,1.0,Generel meddelelse om at bønnebeholderen er tilstede.,,,,"Beanhopper 1 (2, 3) ok (12)",Generel meddelelse om at bønnebeholderen er tilstede.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,"Beanhopper 1 (2, 3) low (13)",Maskinen registrere at bønneniveauet i beholder er lavt,1.0,Under udvikling. Kontakt MB ved løsningsforslag.,,,,"Beanhopper 1 (2, 3) low (13)",Maskinen registrere at bønneniveauet i beholder er lavt,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Grounds drawer present (15),Generel meddelelse om at grumseskuffen er tilstede.,1.0,Generel meddelelse om at grumseskuffen er tilstede.,,,,Grounds drawer present (15),Generel meddelelse om at grumseskuffen er tilstede.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Grounds drawer missing (16),Maskinen registrere ikke grumseskuffen,1.0,Under udvikling,,,,Grounds drawer missing (16),Maskinen registrere ikke grumseskuffen,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Grounds drawer empty (17),Generel meddelelse om at maskinen har registreret at grumsebeholderen har været ude i mere end 5 sek.,1.0,Generel meddelelse om at maskinen har registreret at grumsebeholderen har været ude i mere end 5 sek.,,,,Grounds drawer empty (17),Generel meddelelse om at maskinen har registreret at grumsebeholderen har været ude i mere end 5 sek.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Grounds container almost full (18),Grumseskuffen er snart fuld,1.0,Grumsetælleren nulstilles efter at grumseskuffen er ude i mindst 5 sekunder.,,,,Grounds container almost full (18),Grumseskuffen er snart fuld,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Grounds container full (19),Grumseskuffen er fuld,1.0,Grumsetælleren nulstilles efter at grumseskuffen er ude i mindst 5 sekunder.,,,,Grounds container full (19),Grumseskuffen er fuld,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cleaning ok (26),Rengøringsprogrammet er fuldført.,1.0,Generel meddelelse om at rengøringsprogrammet blev fuldført.,,,,Cleaning ok (26),Rengøringsprogrammet er fuldført.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cleaning recommended (27),Maskinen vil snart påkræve at der bliver udført rengøring,1.0,Udfør rengøringsprogram.,,,,Cleaning recommended (27),Maskinen vil snart påkræve at der bliver udført rengøring,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cleaning recommended (27),Maskinen vil snart påkræve at der bliver udført rengøring,2.0,Skift 3V batteri (møntbatteri) på skærmprintet.,,,,Cleaning recommended (27),Maskinen vil snart påkræve at der bliver udført rengøring,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cleaning required (28),Maskinen påkræver at der bliver udført rengøringsprogram. Produkter er deaktiveret.,1.0,Udfør rengøringsprogram.,,,,Cleaning required (28),Maskinen påkræver at der bliver udført rengøringsprogram. Produkter er deaktiveret.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Cleaning required (28),Maskinen påkræver at der bliver udført rengøringsprogram. Produkter er deaktiveret.,2.0,Skift 3V batteri (møntbatteri) på skærmprintet.,,,,Cleaning required (28),Maskinen påkræver at der bliver udført rengøringsprogram. Produkter er deaktiveret.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Product serving canclled (29),Bruger har annulleret produktservering.,1.0,General meddelelse når brugeren annullerer en produktservering.,,,,Product serving canclled (29),Bruger har annulleret produktservering.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Stempelfejl (30) / Piston error (30) / Fejl i motorposition (30),Brygkammeret opnår ikke den korrekte position indenfor tidsbegrænsningen.,1.0,Efterse at brygkammeret ikke bliver blokeret af snavs. Har 'moving piston' fuld mobilitet?,,,,Stempelfejl (30) / Piston error (30) / Fejl i motorposition (30),Brygkammeret opnår ikke den korrekte position indenfor tidsbegrænsningen.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Stempelfejl (30) / Piston error (30) / Fejl i motorposition (30),Brygkammeret opnår ikke den korrekte position indenfor tidsbegrænsningen.,2.0,"Kontroller at 'fixed piston' er komplet, og at den ikke har skader. Sidder den blå 'Cuff' korrekt?",,,,Stempelfejl (30) / Piston error (30) / Fejl i motorposition (30),Brygkammeret opnår ikke den korrekte position indenfor tidsbegrænsningen.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Stempelfejl (30) / Piston error (30) / Fejl i motorposition (30),Brygkammeret opnår ikke den korrekte position indenfor tidsbegrænsningen.,3.0,Skift brygmotoren.,,,,Stempelfejl (30) / Piston error (30) / Fejl i motorposition (30),Brygkammeret opnår ikke den korrekte position indenfor tidsbegrænsningen.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Kommunikationsfejl (31),Der er opstået en kommunikationsfejl på komponentboardet.,1.0,Kontroller at alle stik er placeret korrekt på komponentboardet.,,,,Kommunikationsfejl (31),Der er opstået en kommunikationsfejl på komponentboardet.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Kommunikationsfejl (31),Der er opstået en kommunikationsfejl på komponentboardet.,2.0,Efterse om sikringerne (132577) på komponentboardet har forbindelse og ikke er defekte. Der er 3 sikringer på komponentboardet.,,,,Kommunikationsfejl (31),Der er opstået en kommunikationsfejl på komponentboardet.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Kommunikationsfejl (31),Der er opstået en kommunikationsfejl på komponentboardet.,3.0,Gå maskinen efter for at finde eventuelle defekte komponenter.,,,,Kommunikationsfejl (31),Der er opstået en kommunikationsfejl på komponentboardet.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Komponentfejl (32),Under udvikling,1.0,Under udvikling,,,,Komponentfejl (32),Under udvikling,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Configuration error (33) / Konfigurationsfejl (33),Der er opstået en konfigurationsfejl. Der forsøges at installere forældet eller fejlagtig software på enheden.,1.0,"Genindlæs software, og indlæs derefter recepter igen.",,,,Configuration error (33) / Konfigurationsfejl (33),Der er opstået en konfigurationsfejl. Der forsøges at installere forældet eller fejlagtig software på enheden.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Vandflowfejl (34),Under udvikling,1.0,Under udvikling,,,,Vandflowfejl (34),Under udvikling,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Kaffebønnebeholder x tom (35),Der er ingen kaffe i bryggekammeret. Maskinen meddelser at bønnebeholderen er tom.,1.0,"Efterse at der er påfyldt kaffe, og at bønnebeholderne er monteret korrekt og åbnet.",,,,Kaffebønnebeholder x tom (35),Der er ingen kaffe i bryggekammeret. Maskinen meddelser at bønnebeholderen er tom.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Kaffebønnebeholder x tom (35),Der er ingen kaffe i bryggekammeret. Maskinen meddelser at bønnebeholderen er tom.,2.0,"Efterse Tandhjulet for kværnen. Er det intakt, og trækker remmen knivene?",,,,Kaffebønnebeholder x tom (35),Der er ingen kaffe i bryggekammeret. Maskinen meddelser at bønnebeholderen er tom.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Coffee quantity too high (36),"Brygkammeret er ikke lukket korrekt, og positionen af brygkammeret afviger fra den forventede position.",1.0,Efterse om der har samlet sig kafferester oppe omkring brygkammeret.,,,,Coffee quantity too high (36),"Brygkammeret er ikke lukket korrekt, og positionen af brygkammeret afviger fra den forventede position.",,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Coffee quantity too high (36),"Brygkammeret er ikke lukket korrekt, og positionen af brygkammeret afviger fra den forventede position.",2.0,Genkalibrer kværnmængderne inde i system - kalibrering.,,,,Coffee quantity too high (36),"Brygkammeret er ikke lukket korrekt, og positionen af brygkammeret afviger fra den forventede position.",,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Safety interruption (38),Under udvikling,1.0,Under udvikling,,,,Safety interruption (38),Under udvikling,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Firmware update in progress (39),Generel meddelelse om at maskinen er ved at opdatere. Sluk ikke maskinen.,1.0,"Sluk ikke maskinen under opdateringsprocessen. Hvis maskinen ikke er færdig indenfor 5 minutter, sluk maskinen og opdater maskinen igen.",,,,Firmware update in progress (39),Generel meddelelse om at maskinen er ved at opdatere. Sluk ikke maskinen.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Error chassis fan (43),Generel meddelelse om at systemkontrollen af chassis-ventilatoren er ok.,1.0,Generel meddelelse ved systemkontrol.,,,,,,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Error chassis fan (44),Der er blevet registreret en fejl i chassis-ventilatoren.,1.0,Kontroller ledningsnettet for chassis-ventilatoren.,,,,Error chassis fan (44),Der er blevet registreret en fejl i chassis-ventilatoren.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Service is recommended (46),Generel meddelelse om at maskinen snart skal have service.,1.0,Generel meddelelse om at maskinen snart skal have service.,,,,Service is recommended (46),Generel meddelelse om at maskinen snart skal have service.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Service required (47),Generel meddelelse om at maskinen skal have service.,1.0,Generel meddelelse om at maskinen skal have service.,,,,Service required (47),Generel meddelelse om at maskinen skal have service.,,,,,,,,,,,,,,,,
Thermoplan,Mastrena II,Under udvikling,Water filter change recommended (49),Vandfilteret har nået dets anbefalede filterskift-kapacitet.,1.0,Skift vandfilteret og nulstil filtertælleren.,,,,Water filter change recommended (49),Vandfilteret har nået dets anbefalede filterskift-kapacitet.,,,,,,,,,,,,,,,,
